ticker,date,score_100,score_nonlinear,20거래일(약1개월),60거래일(약3개월),120거래일(약6개월)
373220.KS,2024-05-21,16.7,92.5,-5.898491083676271,-7.544581618655687,1.7832647462277196
373220.KS,2024-06-19,12.8,91.8,-1.895043731778423,20.699708454810505,16.618075801749278
373220.KS,2024-07-17,14.0,91.1,0.1485884101040113,15.453194650817226,4.457652303120363
373220.KS,2024-08-14,24.7,92.4,22.8486646884273,10.089020771513349,4.00593471810089
373220.KS,2024-09-12,67.2,65.3,-6.159420289855078,-3.3816425120772986,-20.169082125603865
373220.KS,2024-10-18,35.5,80.6,-4.504504504504503,-9.523809523809524,-11.711711711711716
373220.KS,2024-11-15,23.4,89.6,7.816711590296488,-5.525606469002698,-21.42857142857143
373220.KS,2024-12-13,27.2,92.2,-12.124999999999996,-17.374999999999996,-27.0
373220.KS,2025-01-15,4.4,90.5,-0.2844950213371278,-2.4182076813655806,-11.522048364153626
373220.KS,2025-02-18,18.6,92.9,-5.706134094151216,-16.833095577746082,11.126961483594863
373220.KS,2025-03-19,12.3,91.7,3.782148260211793,-11.649016641452349,5.9001512859304
373220.KS,2025-04-16,24.6,90.7,-15.014577259475214,-9.329446064139946,26.530612244897966
373220.KS,2025-05-19,5.8,89.9,0.1715265866209181,33.61921097770156,58.833619210977695
373220.KS,2025-06-18,14.4,92.5,6.506849315068486,19.863013698630127,52.56849315068492
373220.KS,2025-07-16,40.9,85.3,25.2411575562701,39.54983922829582,25.2411575562701
207940.KS,2022-09-01,21.0,95.8,-1.815987302409694,7.384982221523195,-6.779669524858079
207940.KS,2022-10-04,28.5,94.7,7.644884739492119,2.342792109454206,-1.7262636492706651
207940.KS,2022-11-02,50.1,85.9,1.6036652865097478,-8.018326432548772,-9.965635610823496
207940.KS,2022-11-30,47.6,91.4,-6.42615203629946,-13.19053321363054,-12.175873287349493
207940.KS,2022-12-28,24.7,96.2,-3.2530142550291963,-3.9759084883799862,-8.43373340559468
207940.KS,2023-01-30,11.4,95.0,-4.109594172639808,-2.1170621306936144,-7.596517652747547
207940.KS,2023-02-27,27.1,96.3,3.506496152924732,1.1688355704084996,0.3896118568028406
207940.KS,2023-03-28,30.4,97.5,-1.380174020478142,-4.642402596097717,-8.531989490508785
207940.KS,2023-04-25,22.5,96.7,-0.8905851101352003,-5.59796798229546,-6.1068722818908405
207940.KS,2023-05-25,22.0,97.2,-2.4390195539017,-0.7702210954710131,-7.317069098022488
207940.KS,2023-06-26,21.5,97.4,-2.3684297511643693,-4.078948086261136,-7.368430286025607
207940.KS,2023-07-24,20.1,95.9,4.177898681609893,-0.5390819336388297,3.773584492198978
207940.KS,2023-08-22,26.9,92.0,-5.692101973449648,-6.597664607164278,5.821475576354618
207940.KS,2023-09-19,18.6,96.5,1.2345612925745986,-3.429364184540717,16.598070015200328
207940.KS,2023-10-24,40.8,90.4,-2.1680151123445235,4.336041240802091,7.046071147345789
207940.KS,2023-11-21,27.0,95.6,-2.493083962630427,13.296391499512206,7.8947321009529725
207940.KS,2023-12-19,21.9,96.8,9.375000721758852,20.73863761031074,7.244322413949611
207940.KS,2024-01-19,60.0,82.2,6.233768592243805,2.5974053398183816,10.519488458774218
207940.KS,2024-02-20,48.0,77.0,3.9119785203895807,-4.767724132310502,13.93643279645902
207940.KS,2024-03-20,48.6,90.5,-7.058821391447201,-11.176468000172925,14.235296660699648
207940.KS,2024-04-18,20.2,97.4,-1.3924034089149109,7.721523846257794,34.177219488646294
207940.KS,2024-05-21,21.5,97.1,-3.080873945566676,19.64056488028918,20.282408835636765
207940.KS,2024-06-19,24.1,95.6,12.715236180880709,28.60927063891363,30.59603302221872
207940.KS,2024-07-17,73.1,74.7,9.518210812563987,24.559340322874192,19.85898317131667
207940.KS,2024-08-14,56.7,69.4,4.184547484322043,0.5364768680169663,26.07296245909321
207940.KS,2024-09-12,61.0,75.4,9.165812023347431,1.544804953356116,11.122553800665605
207940.KS,2024-10-18,54.4,81.1,-11.603778251850994,-3.7735886681589337,-3.4905687510761507
207940.KS,2024-11-15,18.7,95.2,5.22946380285092,25.400219290158944,9.711853911141578
207940.KS,2024-12-13,33.3,95.8,3.4482693226729038,9.4320421923199,1.8255562873739968
207940.KS,2025-01-15,39.1,95.2,15.1960822212585,0.2941187488607166,1.274511921569177
207940.KS,2025-02-18,63.2,69.7,-8.170215427585914,-12.51063631931666,-11.489362850396578
207940.KS,2025-03-19,22.5,96.6,-5.189990061791693,-6.950876317905131,-3.985168787546123
207940.KS,2025-04-16,18.1,94.0,0.4887630278926025,0.9775181086773445,9.18866068503752
207940.KS,2025-05-19,28.3,95.8,-2.33463105795505,1.1673115747503848,18.77431454263512
207940.KS,2025-06-18,10.9,92.3,2.888443400370666,3.1872492861850343,9.60777405445683
207940.KS,2025-07-16,33.4,95.8,0.6776378486812451,8.131654184174852,21.32662511056613
005380.KS,2022-09-01,40.0,93.9,-8.18414322250639,-13.554987212276217,-11.35549872122762
005380.KS,2022-10-04,25.2,96.0,-8.07799442896936,-14.206128133704732,-1.3370473537604457
005380.KS,2022-11-02,17.5,94.6,2.4242424242424176,5.393939393939395,21.818181818181827
005380.KS,2022-11-30,26.8,96.7,-8.875739644970416,2.5443786982248584,20.41420118343196
005380.KS,2022-12-28,12.2,94.3,12.922077922077913,14.999999999999991,30.1948051948052
005380.KS,2023-01-30,42.0,86.7,-0.3450258769407743,15.583668775158133,14.54859114433582
005380.KS,2023-02-27,55.4,82.8,2.1927293710328977,17.426428159261388,8.424697057126362
005380.KS,2023-03-28,43.7,91.9,13.495200451722187,13.212874082439296,7.284020327498597
005380.KS,2023-04-25,80.1,68.3,1.243781094527363,-0.8955223880596996,-9.054726368159203
005380.KS,2023-05-25,50.3,78.8,-1.4742014742014753,-7.66584766584767,-9.484029484029488
005380.KS,2023-06-26,27.3,97.7,-0.6483790523690747,-5.2369077306733125,-4.139650872817957
005380.KS,2023-07-24,26.3,96.7,-5.672690763052213,-8.232931726907633,-8.785140562248994
005380.KS,2023-08-22,14.3,96.2,1.1176157530601305,-1.969132517296435,28.791910590739757
005380.KS,2023-09-19,30.9,97.7,-3.789473684210531,1.1578947368421133,26.84210526315789
005380.KS,2023-10-24,22.5,96.8,0.7658643326039494,-0.6017505470459539,26.36761487964989
005380.KS,2023-11-21,25.5,96.9,4.343105320304019,31.37893593919652,37.35070575461455
005380.KS,2023-12-19,53.7,89.9,-5.4630593132154015,25.39021852237253,49.06347554630592
005380.KS,2024-01-19,18.5,95.9,33.18657127132636,27.13263621353881,47.77105118326912
005380.KS,2024-02-20,54.3,73.2,-0.4132231404958664,4.545454545454541,-0.4132231404958664
005380.KS,2024-03-20,50.5,81.4,-4.149377593360992,18.87966804979253,-3.734439834024894
005380.KS,2024-04-18,22.8,94.7,9.523809523809534,16.233766233766247,1.5151515151515138
005380.KS,2024-05-21,47.5,92.1,13.24110671936758,-4.743083003952564,-18.577075098814237
005380.KS,2024-06-19,75.6,65.0,-6.282722513089,-19.02268760907504,-24.956369982547987
005380.KS,2024-07-17,25.4,93.9,-10.242085661080068,-12.662942271880818,-17.87709497206704
005380.KS,2024-08-14,9.3,92.5,-3.734439834024894,-14.522821576763487,-16.80497925311203
005380.KS,2024-09-12,19.8,94.8,1.0775862068965525,-7.327586206896552,-12.06896551724138
005380.KS,2024-10-18,23.3,93.6,-12.153518123667371,-5.970149253731338,-22.515991471215347
005380.KS,2024-11-15,14.3,93.2,4.3689320388349495,-2.669902912621358,-7.281553398058249
005380.KS,2024-12-13,30.2,95.0,2.55813953488373,-5.116279069767438,-4.1860465116279055
005380.KS,2025-01-15,41.7,91.3,-9.0702947845805,-17.59637188208617,-5.895691609977327
005380.KS,2025-02-18,14.1,94.0,1.74563591022443,-4.738154613466339,7.730673316708225
005380.KS,2025-03-19,27.7,95.5,-10.931372549019605,0.9803921568627416,9.313725490196068
005380.KS,2025-04-16,12.3,92.0,5.118326912493121,14.199229499174471,33.7369290038525
005380.KS,2025-05-19,29.9,94.3,7.853403141361248,13.089005235602102,42.67015706806283
005380.KS,2025-06-18,43.9,91.1,0.728155339805836,8.252427184466015,46.35922330097087
005380.KS,2025-07-16,43.1,81.0,4.096385542168668,17.108433734939755,98.31325301204818
051910.KS,2022-09-01,41.4,87.5,-10.91492776886035,18.7800963081862,5.45746388443018
051910.KS,2022-10-04,18.8,93.1,21.081081081081088,8.46846846846847,26.84684684684684
051910.KS,2022-11-02,48.6,85.3,10.119047619047628,1.6369047619047672,10.416666666666677
051910.KS,2022-11-30,72.9,67.4,-18.64864864864865,-11.216216216216212,-3.7837837837837776
051910.KS,2022-12-28,9.6,92.8,13.455149501661134,16.9435215946844,16.77740863787376
051910.KS,2023-01-30,32.3,91.4,-3.8067349926793503,8.638360175695459,4.392386530014636
051910.KS,2023-02-27,40.6,89.5,7.153729071537285,8.371385083713845,-12.78538812785388
051910.KS,2023-03-28,50.4,86.8,5.397727272727271,-0.1420454545454585,-21.590909090909093
051910.KS,2023-04-25,41.9,77.0,-4.043126684636123,-3.908355795148244,-33.692722371967655
051910.KS,2023-05-25,21.1,96.3,-1.2640449438202197,-19.52247191011236,-29.63483146067416
051910.KS,2023-06-26,16.1,92.8,1.4224751066856278,-21.479374110953053,-28.591749644381224
051910.KS,2023-07-24,43.3,88.1,-19.635343618513325,-30.995792426367466,-43.26788218793829
051910.KS,2023-08-22,3.0,90.0,-3.6649214659685847,-12.565445026178011,-11.69284467713787
051910.KS,2023-09-19,13.8,93.3,-10.869565217391308,-9.05797101449275,-20.561594202898547
051910.KS,2023-10-24,10.3,91.4,1.8292682926829285,-17.784552845528456,-23.06910569105691
051910.KS,2023-11-21,17.8,91.8,0.1996007984031989,0.9980039920159722,-23.25349301397206
051910.KS,2023-12-19,31.4,93.4,-19.42231075697212,-12.649402390438247,-28.386454183266927
051910.KS,2024-01-19,7.0,90.6,25.092707045735477,-6.427688504326334,-17.05809641532756
051910.KS,2024-02-20,49.1,84.2,-13.3399209486166,-24.01185770750988,-41.50197628458498
051910.KS,2024-03-20,8.4,91.9,-13.6830102622577,-18.015963511972632,-26.90992018244014
051910.KS,2024-04-18,11.0,92.1,1.585204755614278,-11.360634081902244,-13.210039630118883
051910.KS,2024-05-21,19.4,92.6,-6.501950585175553,-23.016905071521453,-27.69830949284785
051910.KS,2024-06-19,9.6,90.9,-6.675938803894299,-10.84840055632823,-25.312934631432547
051910.KS,2024-07-17,12.1,91.6,-11.77347242921013,-2.086438152011927,-28.46497764530551
051910.KS,2024-08-14,6.9,89.9,8.277027027027017,-6.081081081081086,-19.256756756756754
051910.KS,2024-09-12,29.7,91.8,2.4960998439937487,-16.224648985959433,-24.492979719188767
051910.KS,2024-10-18,31.4,81.9,-15.372907153729075,-26.9406392694064,-33.0289193302892
051910.KS,2024-11-15,3.0,88.7,-3.4172661870503607,-14.028776978417268,-29.568345323741006
051910.KS,2024-12-13,13.1,90.5,-10.61452513966481,-9.86964618249534,-22.71880819366853
051910.KS,2025-01-15,2.8,89.5,-0.4166666666666652,-8.333333333333337,9.791666666666664
051910.KS,2025-02-18,16.5,91.7,1.2552301255230214,-18.07531380753138,16.945606694560666
051910.KS,2025-03-19,29.6,90.0,-9.090909090909092,-14.25619834710744,19.83471074380165
051910.KS,2025-04-16,10.8,90.3,-10.999999999999998,19.772727272727277,54.0909090909091
051910.KS,2025-05-19,9.5,90.1,5.9754851889683325,42.747701736465785,108.12053115423905
051910.KS,2025-06-18,21.2,93.5,26.987951807228903,39.75903614457832,79.03614457831326
051910.KS,2025-07-16,56.7,63.5,6.072106261859589,28.652751423149915,25.42694497153699
006400.KS,2022-09-01,28.9,92.7,-3.304347826086962,26.782608695652165,17.91304347826086
006400.KS,2022-10-04,22.4,94.0,30.39568345323742,8.453237410071935,29.85611510791366
006400.KS,2022-11-02,66.8,70.5,0.5517241379310311,-5.241379310344829,-2.6206896551724146
006400.KS,2022-11-30,55.0,82.0,-17.28395061728395,-6.995884773662553,-3.978052126200271
006400.KS,2022-12-28,7.9,92.6,13.93034825870647,19.734660033167508,13.266998341625214
006400.KS,2023-01-30,28.9,93.5,-1.3100436681222738,2.765647743813693,3.63901018922852
006400.KS,2023-02-27,42.6,89.6,6.489675516224192,3.2448377581120846,-11.799410029498524
006400.KS,2023-03-28,43.4,86.3,-2.216066481994461,-5.4016620498615,-22.71468144044322
006400.KS,2023-04-25,18.4,91.6,-0.8498583569405138,0.8498583569405138,-32.01133144475921
006400.KS,2023-05-25,24.8,97.3,-2.4285714285714244,-14.57142857142857,-33.42857142857143
006400.KS,2023-06-26,22.5,95.9,4.245973645680823,-18.30161054172768,-34.04099560761347
006400.KS,2023-07-24,42.7,90.9,-16.01123595505618,-32.58426966292135,-47.47191011235955
006400.KS,2023-08-22,7.2,92.4,-6.688963210702337,-22.073578595317723,-33.94648829431438
006400.KS,2023-09-19,11.5,92.5,-13.978494623655912,-19.2652329749104,-18.817204301075275
006400.KS,2023-10-24,8.2,90.2,-2.9166666666666674,-22.08333333333333,-15.520833333333329
006400.KS,2023-11-21,13.1,91.5,-3.3261802575107247,-15.23605150214592,-11.69527896995708
006400.KS,2023-12-19,16.8,93.0,-16.981132075471695,0.5549389567147678,-12.874583795782469
006400.KS,2024-01-19,4.4,88.5,5.614973262032086,8.422459893048128,-4.812834224598928
006400.KS,2024-02-20,19.8,93.2,14.683544303797458,4.177215189873418,-18.101265822784807
006400.KS,2024-03-20,55.1,76.3,-10.485651214128032,-13.355408388520972,-19.646799116997794
006400.KS,2024-04-18,13.2,92.0,1.479654747225645,-12.207151664611594,-18.618988902589397
006400.KS,2024-05-21,20.9,91.3,-4.617253948967193,-21.38517618469016,-40.09720534629405
006400.KS,2024-06-19,15.5,92.0,-9.29936305732484,-7.261146496815285,-33.63057324840765
006400.KS,2024-07-17,6.8,89.6,-9.12921348314607,-7.303370786516849,-34.97191011235955
006400.KS,2024-08-14,9.9,90.5,12.519319938176189,-23.802163833075728,-32.76661514683153
006400.KS,2024-09-12,32.9,88.9,-9.34065934065934,-28.43406593406593,-47.28021978021978
006400.KS,2024-10-18,12.4,88.7,-25.303030303030305,-29.848484848484848,-46.36363636363636
006400.KS,2024-11-15,0.0,85.9,5.679513184584173,-11.764705882352944,-31.27789046653145
006400.KS,2024-12-13,22.3,90.3,-11.13243761996161,-26.333973128598853,-35.04798464491363
006400.KS,2025-01-15,1.6,88.4,-6.0475161987041055,-23.54211663066955,-23.930885529157663
006400.KS,2025-02-18,10.7,91.0,-11.770114942528732,-22.11494252873564,1.839080459770126
006400.KS,2025-03-19,7.7,89.1,-7.764460656591976,-11.829077644606569,3.335070349140179
006400.KS,2025-04-16,7.8,90.3,-4.2937853107344655,-0.5084745762711895,44.35028248587572
006400.KS,2025-05-19,15.3,90.8,-0.1180637544273888,30.755608028335303,85.9504132231405
006400.KS,2025-06-18,19.5,91.5,4.078014184397172,17.19858156028369,82.03309692671394
006400.KS,2025-07-16,31.9,89.3,25.780806360022712,45.08801817149346,62.12379329926178
035420.KS,2022-09-01,10.4,92.0,-25.21186440677966,-20.76271186440678,-11.86440677966102
035420.KS,2022-10-04,0.0,85.9,-1.4164305949008529,1.9830028328611915,13.031161473087828
035420.KS,2022-11-02,17.6,91.4,7.471264367816088,18.96551724137932,6.954022988505737
035420.KS,2022-11-30,31.7,89.9,-3.743315508021394,11.229946524064172,10.160427807486627
035420.KS,2022-12-28,21.4,92.4,14.999999999999991,10.83333333333334,4.94444444444444
035420.KS,2023-01-30,48.7,73.5,0.4830917874396156,-10.09661835748792,-1.932367149758452
035420.KS,2023-02-27,48.8,82.5,-4.086538461538458,-0.961538461538458,6.25
035420.KS,2023-03-28,15.7,93.5,-6.7167919799498765,-5.313283208020048,10.025062656641603
035420.KS,2023-04-25,7.5,91.3,10.693175711982803,9.081139172487918,0.4836109618484796
035420.KS,2023-05-25,41.9,87.5,-8.300970873786406,7.281553398058249,-0.7281553398058249
035420.KS,2023-06-26,9.6,92.6,7.464266807834829,16.199047114875587,17.787188988883006
035420.KS,2023-07-24,34.5,90.5,8.866995073891616,-7.881773399014779,6.157635467980294
035420.KS,2023-08-22,45.5,80.3,-0.6787330316742057,-7.466063348416285,-8.371040723981904
035420.KS,2023-09-19,30.9,88.9,-14.806378132118446,1.3667425968109326,-16.583143507972665
035420.KS,2023-10-24,15.3,91.1,9.35828877005347,15.24064171122994,-3.3689839572192515
035420.KS,2023-11-21,35.0,91.7,8.801955990220044,-0.9779951100244544,-10.415647921760396
035420.KS,2023-12-19,63.8,69.1,-3.146067415730336,-17.70786516853933,-24.539325842696623
